id,future_price
001d0853-bf7f-5be5-bfb8-d4114f3a53c7,0.326319
01968b28-351f-566f-8b16-8ed4d615a784,0.148507173
01bbdc8c-7768-58f1-b975-47c70e01ab51,2.449768105
020a022d-191e-54ac-a5d4-47e546bfcdd0,0.141205308
020ab66c-b691-54aa-bfbd-73c9c97176f8,5.861629254
026e4c5e-87ff-51b6-ac19-94a427d6e308,0.160633496
031b48eb-15ea-5ffa-afb0-ee29197a3363,0.173599187
03713353-7f34-5a96-bffa-43f1de48ce0a,0.159614808
03b33f9b-9e84-5437-952d-4d9cb8911774,2.875018236
03b5dfc0-9e2a-5b01-9703-c6ec4e306f2d,0.137399537
046523d2-a648-568f-961e-dcb0f015f82f,0.148507173
0520cfc1-4bfc-54e0-af57-b6b5aefd94b0,0.214223958
053084e5-a110-54a7-8306-556600f144e5,0.148507173
058ed9ac-91f8-598b-9310-95991906738b,0.126291902
05f6cdb3-dabe-5701-b6d2-1dbbacd6db94,1.137804012
0619e623-8784-54c5-89ba-31b14d7501df,0.274276918
06cf728c-a5ab-50ee-84ba-84f03e493db3,0.148507173
078b5e8a-5b0a-5ed9-90e0-e8bfc01258ca,0.48643034
0795774a-e413-5f47-83f7-53fc65fbaf98,0.155809038
0849f4d7-f1cc-5b87-a5c9-442bf85cce41,0.173908862
086b3a91-a69e-531e-95b9-c29877af7750,0.396770584
0893e33b-1ce5-59f6-81ff-0c2bc7ec66c6,0.225331593
08d6f254-9aeb-5500-94e7-e8a091e4374e,0.166297322
098d087e-d302-5437-9803-638ff10bbdc6,0.148507173
0997fe48-2536-556d-b8ad-c16a64bb5069,0.206922093
0a299b25-f477-5381-8c79-be2a82c9c66b,1.282643303
0a8c5480-5bc8-514f-882e-8e955c22f920,0.126291902
0adb3149-506e-51b8-888e-f10e706c036a,0.241263687
0be352d9-3063-5c51-a0fa-a2394ad7587e,0.15488001
0c24f706-6c16-55bc-b06b-19664edd5274,1.017209095
0c51418d-c492-5e4d-88c2-68d08b734611,3.558518833
0c7deba4-a68e-5c9a-9b82-f41610b24a8a,0.155499362
0c83568c-aa6a-5d62-8001-7b51579c88e7,0.130097672
0ca1f0da-d972-50ae-8a71-5ac4ab904ac5,0.817402012
0ca9b101-5ead-502d-85d4-f59c45b2a48f,0.44850299
0cbb23d6-1dd9-56c0-a257-d2815e62f9e2,5.096653559
0d183770-9055-51c9-9995-e59279b23acb,0.297820553
0d1cfbf0-14d8-531e-8e71-3bf6e3322d39,0.199620228
0d20bccc-09ea-5a65-ab0e-618fc3da6f07,1.277509169
0d374f35-2956-5390-b1c2-8f0d7d7efa07,0.140585956
0d5ab578-6e97-5e54-b431-b3d8f874a8f6,0.243741094
0d6eeb92-57d6-5ecc-8b00-46449232eae6,0.137399537
0e320956-6d32-5282-9827-ec6d2306be36,0.25
0e333d4e-c131-52e3-87ca-20f8ac8f0709,1.70473345
0ed783f4-0a08-586f-9902-cd5e07997e69,0.137399537
0f8ebe99-c5ee-5794-972d-85698dc5c5cd,0.192008687
0fa40d34-9295-59e0-a711-915c45fdf84a,0.148507173
1019f940-5e25-529f-96f6-4018df4ae078,0.130097672
1045b9c8-6c0b-5343-b735-36794d480ce7,0.195814457
106368fe-ab11-5320-bdaf-d3eff2b988cd,0.148507173
10ca51ad-dc09-5f28-be8d-17d2cee866ee,1.565778
10cf6cb5-8974-52b5-b4c9-c006ec8cb017,0.137399537
1115e4da-8bcc-5b8f-84b7-f54b31ff2be0,0.166606997
11444b01-bfde-5004-9230-3cbfa1f13cd3,0.221525823
116e2c8e-a395-57ba-a597-1dbe8469ec96,0.849086879
1188dc92-4161-5686-a4ae-dbf954b06035,0.263478958
11b558eb-26a8-5936-bded-0dafae3001aa,0.271709851
11d28cea-a911-5fb4-bd3e-97e74b1d9df9,0.130097672
11efbc49-273c-5b6a-ac08-2e07b7c36774,0.221525823
12ef371d-7456-5926-ab7a-6f9a86503555,0.173599187
12f6b0ec-9709-5da5-815a-235392c0e86d,0.352340042
13f12e65-a26e-530f-b893-ccb1cf9a150d,0.185016498
1415a363-f586-52b4-9c1c-06c82e8b2609,0.499224982
141f80b9-9f36-5467-b0be-96b0d270d47d,1.344154982
14efa14a-4f2f-5171-bc1b-4b97babd345c,0.173599187
150bfdcd-49f4-5346-bb26-6ee326674a5e,0.148507173
15262950-b671-56c8-b8cf-d3df2a935a3e,0.225331593
